"incubationID","sampleID","tripID","startDate","dateKilled","timeKilled","depth","t","durationInDays","durationSinceTimepointInDays","filtered","amendment","treatment","MeHg_ambient_ppt","MeHg_198_ppt","MeHg_204_ppt","MeHg_excess_DDL","MeHg_DOA","MeHg_198_above_DDL","bottleID_MeHg","HgT_ambient_ppt","HgT_198_ppt","HgT_204_ppt","HgT_excess_DDL","HgT_DOA","bottleID_HgT","percent_amb_MeHg","percent_198_MeHg","percent_204_MeHg"
"BLI20_MA_083","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-13","17:57",19.9,"t2",1.810417,0.996528,"no","unamended","unfiltered-unamended",0.417,0.137,0.476,0.0103841094148481,"2022-01-04",TRUE,"MSC969BC",2.15333928525289,0.591092465158164,0.673890261175813,0.0635143487980638,"2022-02-17","MSC968BC",19.3652715508336,23.1774228357558,70.6346459391576
"BLI20_MA_084","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-11","22:34",19.9,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.636,-0.002,0.915,0.0129049749710916,"2022-01-05",FALSE,"MSC846BC",1.91691827478245,1.10847674226453,1.1923853498709,0.0465680193684876,"2022-02-15","MSC845BC",33.1782532602846,-0.180427781995152,76.7369374421675
"BLI20_MA_084","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-12","17:59",19.9,"t1",0.809028,0.809028,"no","molybdate","unfiltered-molybdate",0.538,0.019,0.758,0.00990776544397956,"2022-01-12",TRUE,"MSC921BC",3.99570881316233,0.783305255353692,0.87656654337732,0.103440564201245,"2022-02-18","MSC920BC",13.4644446118738,2.42561885933228,86.4737544145256
"BLI20_MA_084","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-13","17:51",19.9,"t2",1.803472,0.994444,"no","molybdate","unfiltered-molybdate",0.572,0.038,0.752,0.013411029618271,"2022-01-11",TRUE,"MSC965BC",4.46262474545746,0.943399322243614,1.08860586571769,0.10285275048706,"2022-02-17","MSC964BC",12.8175688664444,4.02798678184626,69.0791794975515
"BLI20_MA_085","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-11","22:40",19.9,"t0",0,0,"no","unamended","unfiltered-unamended",0.47,-0.002,0.78,0.0110090029026343,"2022-01-11",FALSE,"MSC848BC",1.38562320607533,0.93077990868613,0.987317048414927,0.033661178542035,"2022-02-15","MSC847BC",33.9197552364353,-0.214873567997741,79.0019782654659
"BLI20_MA_085","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-12","17:56",19.9,"t1",0.802778,0.802778,"no","unamended","unfiltered-unamended",0.493,0.097,0.646,0.00908276874832615,"2022-01-12",TRUE,"MSC919BC",2.8516264219671,0.727153370554403,0.833847447144367,0.0738226581996603,"2022-02-18","MSC918BC",17.2883795788342,13.3396892496069,77.4722045635952
"BLI20_MA_085","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-13","18:04",19.9,"t2",1.808333,1.005556,"no","unamended","unfiltered-unamended",0.616,0.229,0.542,0.0124920956456209,"2022-01-05",TRUE,"MSC973BC",2.42692801235666,0.706815057961348,0.816543255262221,0.0414166437227743,"2022-02-15","MSC972BC",25.3818818219431,32.3988570165016,66.3773776229337
"BLI20_MA_086","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-11","22:47",19.9,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.976,-0.006,0.827,0.0198091063964302,"2022-01-05",FALSE,"MSC850BC",1.41669005627455,0.878312941426414,0.950028194211146,0.0417863301845642,"2022-02-17","MSC849BC",68.892980202499,-0.68312781435917,87.0500480974354
"BLI20_MA_086","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-12","17:52",19.9,"t1",0.795139,0.795139,"no","molybdate","unfiltered-molybdate",0.594,0.015,0.764,0.0123549261636402,"2022-01-19",TRUE,"MSC917BC",3.98651641670407,0.769439044188071,0.898739588847561,0.0918796003937366,"2022-02-17","MSC916BC",14.9002271133528,1.94947216589825,85.0079388379525
"BLI20_MA_086","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-13","18:18",19.9,"t2",1.813194,1.018056,"no","molybdate","unfiltered-molybdate",0.537,0.048,0.777,0.0108922308222712,"2022-01-05",TRUE,"MSC983BC",3.91780473233235,0.774276436306246,0.910087839249367,0.0902959615866816,"2022-02-17","MSC982BC",13.7066555555543,6.1993362769747,85.3763742894162
"BLI20_MA_087","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-11","22:52",19.9,"t0",0,0,"no","unamended","unfiltered-unamended",2.05,-0.006,0.753,0.0416022835807038,"2022-01-05",FALSE,"MSC852BC",1.20660881388909,0.717071941197028,0.765479169346878,0.0355898272014156,"2022-02-17","MSC851BC",169.897648384692,-0.836736128593183,98.3697571604038
"BLI20_MA_087","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-12","17:49",19.9,"t1",0.789583,0.789583,"no","unamended","unfiltered-unamended",0.508,0.089,0.601,0.00934642576245427,"2022-01-12",TRUE,"MSC915BC",2.48061213000765,0.699976182340404,0.758292338520957,0.0689642295682055,"2022-02-18","MSC914BC",20.4788162508273,12.714718335476,79.2570318160204
"BLI20_MA_087","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-13","17:54",19.9,"t2",1.793056,1.003472,"no","unamended","unfiltered-unamended",0.506,0.204,0.507,0.0102766214755704,"2022-01-05",TRUE,"MSC967BC",2.56543018331303,0.672580291331448,0.82222049461003,0.0591269859301644,"2022-02-17","MSC966BC",19.7237875850726,30.330951208243,61.6622917238842
"BLI20_MA_088","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-11","23:03",19.9,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.592,0,0.833,0.01475830833133,"2022-01-04",FALSE,"MSC856BC",4.26575657940537,0.956002094808678,0.998548206077377,0.0983154134899458,"2022-02-17","MSC855BC",13.8779601925275,0,83.4211102608952
"BLI20_MA_088","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-12","17:43",19.9,"t1",0.777778,0.777778,"no","molybdate","unfiltered-molybdate",0.578,0.019,0.808,0.0117263901664189,"2022-01-05",TRUE,"MSC911BC",4.05657782437638,0.925979147678609,1.04790375893111,0.0934943470715582,"2022-02-17","MSC910BC",14.2484632373312,2.05188205885977,77.1063175519272
"BLI20_MA_088","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-13","18:07",19.9,"t2",1.794444,1.016667,"no","molybdate","unfiltered-molybdate",0.543,0.05,0.725,0.0100006283799748,"2022-01-12",TRUE,"MSC975BC",3.72225482008345,0.885205618742267,0.936835771646737,0.103483504260218,"2022-02-18","MSC974BC",14.5879319457185,5.64840517743684,77.3881636399964
"BLI20_MA_089","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-11","23:16",19.9,"t0",0,0,"no","unamended","unfiltered-unamended",0.573,0.003,0.83,0.0142766892645586,"2022-01-04",FALSE,"MSC862BC",2.36101294489388,0.912758867265732,0.947225804994768,0.0573564861859048,"2022-02-15","MSC861BC",24.2692443190207,0.328673881743469,87.624302000998
"BLI20_MA_089","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-12","17:31",19.9,"t1",0.760417,0.760417,"no","unamended","unfiltered-unamended",0.404,0.056,0.516,0.00840994805448729,"2022-01-19",TRUE,"MSC905BC",2.47477013173089,0.742747341704107,0.84080986891625,0.07299519143047,"2022-02-17","MSC904BC",16.3247485016896,7.53957595748745,61.3694033664342
"BLI20_MA_089","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-13","18:15",19.9,"t2",1.790972,1.030556,"no","unamended","unfiltered-unamended",0.381,0.185,0.473,0.0070129712460459,"2022-01-12",TRUE,"MSC981BC",2.15284388386956,0.641546432293646,0.782113650798459,0.0557326362849802,"2022-02-18","MSC980BC",17.6975210722286,28.8365721774169,60.4771441486943
"BLI20_MA_090","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-11","23:12",19.9,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.724,0,0.745,0.0146899671234596,"2022-01-05",FALSE,"MSC860BC",4.23782734614681,0.949190591856098,1.02193677311219,0.102950255382206,"2022-02-15","MSC859BC",17.0842259691936,0,72.9007918690693
"BLI20_MA_090","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-12","17:35",19.9,"t1",0.765972,0.765972,"no","molybdate","unfiltered-molybdate",0.54,0.01,0.675,0.00994650913678372,"2022-01-12",FALSE,"MSC907BC",4.3063542705191,0.858557305811846,0.963181033423243,0.111116623503477,"2022-04-26","MSC906BC",12.5396092861377,1.1647446166152,70.0802836203057
"BLI20_MA_090","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-13","18:12",19.9,"t2",1.791667,1.025694,"no","molybdate","unfiltered-molybdate",0.48,0.028,0.69,0.0112459929980964,"2022-01-11",TRUE,"MSC979BC",3.72327469053534,0.617186708462978,0.761680792106508,0.085812512721403,"2022-02-17","MSC978BC",12.8918771752235,4.53671467905236,90.589129613172
"BLI20_MA_091","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-11","23:07",19.9,"t0",0,0,"yes","unamended","filtered-unamended",3.156,0.01,0.577,0.0640526664690798,"2022-01-05",FALSE,"MSC858BC",4.58002186374171,0.650197523662924,0.632489726259312,0.111263244586171,"2022-02-15","MSC857BC",68.90796799432,1.53799416885879,91.2267782454758
"BLI20_MA_091","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-12","17:39",19.9,"t1",0.772222,0.772222,"yes","unamended","filtered-unamended",0.39,0.003,0.487,0.00791941663068748,"2022-01-05",FALSE,"MSC909BC",4.18390393071772,0.630955191726672,0.639837493982128,0.101640284744881,"2022-02-15","MSC908BC",9.32143773992197,0.475469579985577,76.1130763014652
"BLI20_MA_091","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-13","18:09",19.9,"t2",1.793056,1.020833,"yes","unamended","filtered-unamended",0.376,-0.001,0.377,0.00762994212511669,"2022-01-05",FALSE,"MSC977BC",2.77403292848677,0.644323119095457,0.710135141176459,0.0639347767089231,"2022-02-17","MSC976BC",13.5542731356512,-0.155201632591403,53.0884867034514
"BLI20_MA_092","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-11","22:58",19.9,"t0",0,0,"yes","unamended","filtered-unamended",1.274,-0.002,0.612,0.0258626663848415,"2022-01-05",FALSE,"MSC854BC",2.41554561780978,0.571499080035618,0.569989008123935,0.0712483202056973,"2022-02-17","MSC853BC",52.7417073230502,-0.349956818806314,107.37049158445
"BLI20_MA_092","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-12","17:46",19.9,"t1",0.783333,0.783333,"yes","unamended","filtered-unamended",0.534,-0.001,0.412,0.00983544622873547,"2022-01-12",FALSE,"MSC913BC",4.24202305996219,0.510456631649214,0.550547591087283,0.109817126120835,"2022-02-18","MSC912BC",12.588333265797,-0.195903028386396,74.8345840886047
"BLI20_MA_092","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-13","18:00",19.9,"t2",1.793056,1.009722,"yes","unamended","filtered-unamended",0.946,0.001,0.326,0.019194209998654,"2022-01-05",FALSE,"MSC971BC",2.85593362793361,0.597353740744781,0.647464831137023,0.0693796779186221,"2022-02-15","MSC970BC",33.1240190859923,0.16740499502911,50.3502251122284
"BLI20_MA_093","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-15","19:12",14.2,"t0",0,0,"no","unamended","unfiltered-unamended",0.394,-0.001,1.027,0.00820747641069304,"2022-01-19",FALSE,"MSC427BC",2.8937059563946,0.690602369936015,0.908612792282643,0.0702972874727196,"2022-02-15","MSC426BC",13.6157579912129,-0.144801124863306,113.029445405445
"BLI20_MA_093","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-16","20:34",14.2,"t1",1.056944,1.056944,"no","unamended","unfiltered-unamended",1.876,0.008,0.914,0.0231421416246882,"2021-12-14",FALSE,"MSC311BD",0.739856435738059,0.456279196249419,0.746461703475325,0.0205689670160552,"2022-02-18","MSC310BD",253.562706138868,1.75331245994983,122.444325776482
"BLI20_MA_093","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-17","18:11",14.2,"t2",1.957639,0.900694,"no","unamended","unfiltered-unamended",0.318,0,0.831,0.0058459982966741,"2022-01-12",FALSE,"MSC380BD",0.675898619754106,0.401010178772552,0.669504520193802,0.0174976050156353,"2022-02-18","MSC481BC",47.0484760148925,0,124.121641443056
"BLI20_MA_094","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-15","19:20",14.2,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.311,0.002,0.958,0.00728535314607374,"2022-01-11",FALSE,"MSC431BC",2.85526334078508,0.666104560262681,0.910993483995218,0.0693633945197284,"2022-02-15","MSC430BC",10.8921652009334,0.300253161337207,105.159917917155
"BLI20_MA_094","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-16","20:22",14.2,"t1",1.043056,1.043056,"no","molybdate","unfiltered-molybdate",0.335,0.002,0.883,0.00413576650081901,"2021-12-14",FALSE,"MSC303BD",0.778164601210003,0.448592646983287,0.718057997952485,0.0201450578994754,"2022-02-18","MSC302BD",43.0500178855596,0.44583878345971,122.970568187784
"BLI20_MA_094","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-17","18:16",14.2,"t2",1.955556,0.9125,"no","molybdate","unfiltered-molybdate",0.33,0.002,0.861,0.00407566392285287,"2021-12-14",FALSE,"MSC381BD",0.76469837588773,0.433923035137671,0.73477027763802,0.0212596051221408,"2022-02-18","MSC482BC",43.1542697624938,0.460911230344216,117.179481288731
"BLI20_MA_095","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-15","19:16",14.2,"t0",0,0,"no","unamended","unfiltered-unamended",0.235,0.001,0.96,0.00551316233770692,"2022-01-11",FALSE,"MSC429BC",3.12555899337242,0.679664669439399,0.912991032375426,0.0759297324541578,"2022-02-15","MSC428BC",7.51865507892525,0.147131378893774,105.148896972434
"BLI20_MA_095","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-16","20:31",14.2,"t1",1.052083,1.052083,"no","unamended","unfiltered-unamended",0.277,0.005,0.842,0.00341881010986533,"2021-12-14",TRUE,"MSC309BD",0.809640248824924,0.545262413352951,0.77859115241591,0.0225090473888188,"2022-02-18","MSC308BD",34.2127260103516,0.916989669112489,108.14404933672
"BLI20_MA_095","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-17","18:08",14.2,"t2",1.952778,0.900694,"no","unamended","unfiltered-unamended",0.321,0.005,0.892,0.00396074284031961,"2021-12-14",TRUE,"MSC382BD",0.820799975720504,0.596392054313712,0.874206834345715,0.0211790568412301,"2022-04-26","MSC483BC",39.1081882913342,0.838374683873625,102.035349639837
"BLI20_MA_096","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-15","19:30",14.2,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.308,0.002,0.95,0.00640622809031837,"2022-01-19",FALSE,"MSC435BC",2.0785785427694,0.627415433799674,0.876954825847811,0.0459757598186867,"2022-02-16","MSC434BC",14.8178186997752,0.318768058969773,108.329411276296
"BLI20_MA_096","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-16","20:18",14.2,"t1",1.033333,1.033333,"no","molybdate","unfiltered-molybdate",0.235,0.003,0.889,0.0028962863130978,"2021-12-14",TRUE,"MSC301BD",0.626046812325273,0.439211594735293,0.694042061788301,0.0162070457361644,"2022-02-18","MSC300BD",37.5371290730096,0.683042077203828,128.090219447127
"BLI20_MA_096","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-17","18:20",14.2,"t2",1.951389,0.918056,"no","molybdate","unfiltered-molybdate",0.262,0,0.89,0.00323736781128676,"2021-12-14",FALSE,"MSC383BD",0.655992824995236,0.444970978587649,0.700645111684411,0.0169822855223957,"2022-02-18","MSC484BC",39.9394612283911,0,127.025791682235
"BLI20_MA_097","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-15","19:26",14.2,"t0",0,0,"no","unamended","unfiltered-unamended",0.211,0.001,1.007,0.00494202328236993,"2022-01-11",FALSE,"MSC433BC",2.58134182404753,0.704421543389091,0.937406517230696,0.057096303685603,"2022-02-16","MSC432BC",8.17404336126058,0.141960451009041,107.424045117042
"BLI20_MA_097","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-16","20:28",14.2,"t1",1.043056,1.043056,"no","unamended","unfiltered-unamended",0.292,0.001,0.894,0.00727252954393199,"2022-01-04",FALSE,"MSC307BD",0.720106421047537,0.508743910419492,0.762121526270259,0.0165967183603155,"2022-02-17","MSC306BD",40.5495620460137,0.196562549353256,117.304126597124
"BLI20_MA_097","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-17","18:05",14.2,"t2",1.94375,0.900694,"no","unamended","unfiltered-unamended",0.269,0.002,0.852,0.00331266820562608,"2021-12-14",FALSE,"MSC384BD",0.732993968209541,0.505055722368566,0.795367174400153,0.0189756844587723,"2022-02-18","MSC485BC",36.6988013089762,0.395995909247513,107.120337301141
"BLI20_MA_098","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-15","19:35",14.2,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.317,-0.003,0.967,0.00660097265302838,"2022-01-19",FALSE,"MSC437BC",2.10663157102384,0.618728644420446,0.842611553646737,0.0465962604457616,"2022-02-16","MSC436BC",15.0477190392592,-0.484865219519626,114.762252643573
"BLI20_MA_098","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-16","20:25",14.2,"t1",1.034722,1.034722,"no","molybdate","unfiltered-molybdate",0.222,0.003,0.908,0.0051937368254757,"2022-01-11",FALSE,"MSC305BD",0.726278316925544,0.493504444405555,0.721511875869422,0.0214221208248947,"2022-02-17","MSC304BD",30.566794412886,0.607897260907876,125.846854413291
"BLI20_MA_098","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-17","18:23",14.2,"t2",1.95,0.915278,"no","molybdate","unfiltered-molybdate",0.865,0.002,0.852,0.021536883570739,"2022-01-04",FALSE,"MSC385BD",0.736252132026635,0.492918306521799,0.724746565056565,0.0217163059426402,"2022-02-17","MSC486BC",117.486926335815,0.405746748201073,117.558335710567
"BLI20_MA_099","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-15","19:08",14.2,"t0",0,0,"no","unamended","unfiltered-unamended",0.297,0,0.948,0.00695562334509175,"2022-01-11",FALSE,"MSC425BC",2.60470252114879,0.691820142466042,0.953670605592286,0.0632764782148948,"2022-02-15","MSC424BC",11.4024537385179,0,99.4053915933831
"BLI20_MA_099","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-16","20:37",14.2,"t1",1.061806,1.061806,"no","unamended","unfiltered-unamended",0.296,0.002,0.86,0.00738386772513517,"2022-01-04",FALSE,"MSC313BD",0.743401581622847,0.553017566122859,0.784940593100811,0.0171336156964958,"2022-02-17","MSC312BD",39.8169720534938,0.361652164870958,109.562431546912
"BLI20_MA_099","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-17","18:02",14.2,"t2",1.954167,0.892361,"no","unamended","unfiltered-unamended",0.285,0.002,0.854,0.00710944790529446,"2022-01-04",FALSE,"MSC386BD",0.734614679622671,0.525118557241921,0.748104582127459,0.0125365376741883,"2022-02-15","MSC487BC",38.7958487497674,0.380866372444462,114.155162313188
"BLI20_MA_100","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-15","19:03",14.2,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.326,0,0.933,0.00678077718344707,"2022-01-19",FALSE,"MSC423BC",2.15910318221994,0.67462926267071,0.896385457426898,0.0368460897082308,"2022-02-15","MSC422BC",15.0988615405038,0,104.084687259229
"BLI20_MA_100","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-16","20:40",14.2,"t1",1.067361,1.067361,"no","molybdate","unfiltered-molybdate",0.295,0.002,0.889,0.00363414165411578,"2021-12-14",FALSE,"MSC315BD",0.737906986821506,0.608077792273134,0.852131118275808,0.0190401735864027,"2022-04-26","MSC314BD",39.9779383131601,0.328905285707531,104.326667684522
"BLI20_MA_100","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-17","17:59",14.2,"t2",1.955556,0.888194,"no","molybdate","unfiltered-molybdate",0.318,0.002,0.845,0.00792242149330874,"2022-01-04",FALSE,"MSC387BD",0.69634902559965,0.510417449971673,0.708585926084011,0.0178293307284206,"2022-02-16","MSC488BC",45.6667545023359,0.391836133367108,119.251592346729
"BLI20_MA_101","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-15","18:57",14.2,"t0",0,0,"yes","unamended","filtered-unamended",0.237,0.001,0.953,0.00492649619848416,"2022-01-19",FALSE,"MSC421BC",2.39716603578359,0.662410374848785,0.936449472109577,0.0582347593282347,"2022-02-15","MSC420BC",9.88667436724002,0.15096381910206,101.767370091324
"BLI20_MA_101","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-16","20:46",14.2,"t1",1.075694,1.075694,"yes","unamended","filtered-unamended",0.189,-0.001,0.889,0.00232803034744966,"2021-12-14",FALSE,"MSC319BD",0.398994276420717,0.444897359479092,0.680050907343779,0.0103291293224549,"2022-02-18","MSC318BD",47.3691005533899,-0.224770945184042,130.72550751713
"BLI20_MA_101","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-17","17:51",14.2,"t2",1.954167,0.878472,"yes","unamended","filtered-unamended",0.302,0.001,0.882,0.00372408673353286,"2021-12-14",FALSE,"MSC388BD",0.411463759968412,0.4766999658178,0.690896210654914,0.010651938234161,"2022-02-18","MSC489BC",73.3965003438418,0.20977555521416,127.660274640084
"BLI20_MA_102","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-15","18:52",14.2,"t0",0,0,"yes","unamended","filtered-unamended",0.142,0.001,0.934,0.00331982448070079,"2022-01-11",FALSE,"MSC419BC",2.41568609279974,0.65193511135741,0.916593654369691,0.0586846702008989,"2022-02-15","MSC418BC",5.87824719541373,0.153389498828783,101.899025325708
"BLI20_MA_102","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-16","20:44",14.2,"t1",1.077778,1.077778,"yes","unamended","filtered-unamended",0.197,0.001,0.837,0.00409647615192298,"2022-01-19",FALSE,"MSC317BD",0.428271047518502,0.438909541671899,0.67916985629624,0.0098706159947887,"2022-02-17","MSC316BD",45.9989068001356,0.227837379928172,123.23868502711
"BLI20_MA_102","BLiMMP_sample_0081","BLiMMP_trip_016","2021-10-14","2021-10-17","17:55",14.2,"t2",1.960417,0.882639,"yes","unamended","filtered-unamended",0.199,0,0.798,0.00245754978460288,"2021-12-14",FALSE,"MSC389BD",0.578816421906019,0.475815305056392,0.77106361297683,0.0149351684488345,"2022-04-26","MSC490BC",34.3805034668334,0,103.493406584079
"BLI20_MA_103","BLiMMP_sample_0082","BLiMMP_trip_016","2021-10-14","2021-10-15","20:20",15.2,"t0",0,0,"no","unamended","unfiltered-unamended",0.563,-0.004,0.837,0.0140209191334418,"2022-01-04",FALSE,"MSC450BC",2.94900055731024,0.920335545876369,0.961165510030977,0.0716405685506282,"2022-02-15","MSC449BC",19.0912137539067,-0.434624090954902,87.0817763709628
"BLI20_MA_103","BLiMMP_sample_0082","BLiMMP_trip_016","2021-10-14","2021-10-16","21:02",15.2,"t1",1.029167,1.029167,"no","unamended","unfiltered-unamended",0.307,0.059,0.518,0.00378271099775191,"2021-12-14",TRUE,"MSC327BD",0.870110402116565,0.621968644648925,0.706921630582336,0.0241901959582312,"2022-02-18","MSC326BD",35.2828789603268,9.48600874137362,73.2754491573968
"BLI20_MA_103","BLiMMP_sample_0082","BLiMMP_trip_016","2021-10-14","2021-10-17","18:59",15.2,"t2",1.94375,0.914583,"no","unamended","unfiltered-unamended",0.317,0.095,0.463,0.00391065552931487,"2021-12-14",TRUE,"MSC501BC",2.51212998915168,0.645253928079949,0.762661764313482,0.0650338039070112,"2022-02-18","MSC360BD",12.6187737644519,14.7228859625368,60.7084321864194
"BLI20_MA_104","BLiMMP_sample_0082","BLiMMP_trip_016","2021-10-14","2021-10-15","20:16",15.2,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.54,-0.003,0.851,0.0112339564262573,"2022-01-19",FALSE,"MSC448BC",3.17846036214983,1.03415491168313,1.04401953278075,0.0772148743395758,"2022-02-15","MSC447BC",16.9893576912426,-0.29009193556093,81.5118849101757
"BLI20_MA_104","BLiMMP_sample_0082","BLiMMP_trip_016","2021-10-14","2021-10-16","21:14",15.2,"t1",1.040278,1.040278,"no","molybdate","unfiltered-molybdate",0.446,0.016,0.756,0.00549544290785809,"2021-12-14",TRUE,"MSC335BD",0.899161053333486,0.573264477548669,0.741704417742723,0.0249978416822015,"2022-02-18","MSC334BD",49.601792509421,2.79103286992724,101.927396131842
"BLI20_MA_104","BLiMMP_sample_0082","BLiMMP_trip_016","2021-10-14","2021-10-17","18:45",15.2,"t2",1.936806,0.896528,"no","molybdate","unfiltered-molybdate",0.516,0.022,0.747,0.00637072076878348,"2021-12-14",TRUE,"MSC502BC",0.906385990742338,0.626944506067728,0.798644770215581,0.0251987042983488,"2022-02-18","MSC361BD",56.9293882816295,3.50908250843231,93.5334491451512
"BLI20_MA_105","BLiMMP_sample_0082","BLiMMP_trip_016","2021-10-14","2021-10-15","20:12",15.2,"t0",0,0,"no","unamended","unfiltered-unamended",0.451,0,0.784,0.0105744511342386,"2022-01-11",FALSE,"MSC446BC",2.43311653663513,0.918144696321288,0.954366932894861,0.0591081109165548,"2022-02-15","MSC445BC",18.53589802253,0,82.1486970029346
"BLI20_MA_105","BLiMMP_sample_0082","BLiMMP_trip_016","2021-10-14","2021-10-16","21:05",15.2,"t1",1.036806,1.036806,"no","unamended","unfiltered-unamended",0.368,0.065,0.545,0.00454024285974089,"2021-12-14",TRUE,"MSC329BD",0.792449812094564,0.601281962831874,0.680299987733427,0.020514872203452,"2022-02-18","MSC328BD",46.4382721004528,10.8102361317921,80.111716864172
"BLI20_MA_105","BLiMMP_sample_0082","BLiMMP_trip_016","2021-10-14","2021-10-17","18:55",15.2,"t2",1.946528,0.909722,"no","unamended","unfiltered-unamended",0.355,0.093,0.467,0.00883452550572954,"2022-01-04",TRUE,"MSC503BC",2.44702923290428,0.668085140778597,0.784232239841943,0.0594460943965253,"2022-02-15","MSC362BD",14.5073869664673,13.9203814489297,59.548686763263
"BLI20_MA_106","BLiMMP_sample_0082","BLiMMP_trip_016","2021-10-14","2021-10-15","20:04",15.2,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.535,0.001,0.907,0.0125274415109812,"2022-01-11",FALSE,"MSC442BC",2.97589379590352,0.961188559441245,1.00325981757456,0.072293890537365,"2022-02-15","MSC441BC",17.9777921085913,0.104037859187724,90.4052952297767
